[0.2s-134.0s] 不必许多过 请你许多 同时不自责
[134.0s-136.6s] 比别的不要强一点点
[4836.4s-4838.3s] 这个我可以直接跟大家说
[4838.3s-4838.9s] 就是优先
[4838.9s-4840.7s] 跟你能去参加的地方有关系
[4842.6s-4844.2s] 就跟以前填志愿一样的
[4844.2s-4845.9s] 你的第一志愿
[4845.9s-4846.3s] 第二志愿
[4846.3s-4847.5s] 第三志愿都填得多的
[4847.5s-4848.9s] 那你肯定更容易中
[4849.6s-4850.3s] 那理解吧
[4853.5s-4856.0s] 我觉得北京深圳也肯定会办
[4856.0s-4857.1s] 应该没有什么太大的问题
[4857.1s-4858.0s] 因为北京
[4858.2s-4858.9s] 北方那一片
[4859.0s-4860.0s] 其实都往北京集中
[4860.9s-4862.1s] 然后深圳广州
[4862.1s-4863.1s] 厦门这一片
[4863.1s-4864.1s] 都往深圳集中
[4864.9s-4866.1s] 肯定是没什么大问题的
[4866.1s-4866.8s] 这三个地方
[4867.3s-4868.7s] 这点号召立我都没有
[4868.7s-4869.7s] 就云亭也在
[4869.7s-4870.4s] 你怎么喊
[4872.3s-4873.8s] 我差点说你怎么还在
[4874.2s-4875.0s] 你真的是已经是
[4875.0s-4878.0s] 钢筋
[4878.3s-4878.8s] 铁粉
[4878.8s-4880.0s] 好朋友了都已经是
[4882.6s-4883.7s] 云亭都已经多少年了
[4883.7s-4884.4s] 我没记错
[4884.4s-4885.4s] 应该有六年了吧
[4885.5s-4886.8s] 云亭XR
[4887.0s-4889.4s] 北京有我很多六年的铁粉
[4889.9s-4892.2s] 已经每一次我们都会聚
[4892.2s-4893.3s] 哪怕我是去北京玩
[4893.3s-4894.0s] 我们都会聚
[4895.0s-4895.8s] 对五六年了
[4896.1s-4896.6s] 六年了
[4901.9s-4904.3s] 你们现在填写的意愿
[4904.3s-4907.7s] 是在这六个周末都有可能办
[4907.7s-4909.1s] 因为具体时间还没定
[4909.1s-4910.1s] 我要根据你们填
[4910.1s-4910.8s] 填上来的
[4910.8s-4911.2s] 不要急
[4911.2s-4912.3s] 现在不是付费
[4913.1s-4913.7s] 能懂吗
[4914.9s-4917.7s] 现在只是一个意愿调查表
[4917.7s-4919.7s] 主要是我要去框定一下人数
[4920.1s-4921.0s] 这个表有了以后
[4921.0s-4922.5s] 我就能很明确的告诉大家
[4922.5s-4923.4s] 北京一定办
[4924.1s-4925.3s] 深圳一定办
[4925.6s-4927.0s] 杭州办机场
[4927.0s-4928.3s] 北京办机场
[4928.3s-4928.9s] 懂了吗
[4929.6s-4930.6s] 你也在
[4931.3s-4932.1s] 是有好多
[4932.1s-4932.7s] 其实有好多
[4932.7s-4933.3s] 我知道
[4933.3s-4934.1s] 有很多
[4942.5s-4944.8s] 重庆这个地方暂时不考虑
[4944.8s-4946.9s] 这个地方没有人是方便的
[4950.1s-4952.4s] 重庆成都好像没有人是方便的
[4953.6s-4955.3s] 念恩堂也是我的老粉
[4955.7s-4956.5s] 有点印象
[4959.7s-4961.0s] 北京肯定是没问题的
[4964.8s-4966.7s] 我最早看到现在都六年了
[4968.5s-4970.0s] 西安也可以
[4970.6s-4972.2s] 西安是肯定不会办的
[4973.5s-4975.1s] 我们还是集中在
[4975.2s-4976.5s] 顶级城市里面
[4978.6s-4980.9s] 我觉得对于大家来说
[4980.9s-4982.8s] 有的时候出去走走也很重要
[4983.4s-4986.3s] 去看看中国最牛逼的城市也很重要
[4986.9s-4987.6s] 去接触
[4987.6s-4989.3s] 接触不同城市的人也很重要
[4989.3s-4990.4s] 我实话实说
[4991.6s-4995.5s] 北上广深长期呆的人的认知思维
[4996.1s-4999.3s] 跟在三四线城市呆的人的思维
[4999.3s-5000.1s] 还是不一样的
[5001.0s-5001.4s] 我会
[5001.4s-5002.4s] 我跟你们讲过了
[5002.4s-5003.1s] 北京
[5003.1s-5003.8s] 深圳
[5003.8s-5004.6s] 杭州
[5006.9s-5009.0s] 肯定是在超一线城市里面
[5010.9s-5012.4s] 武汉肯定不会去
[5013.8s-5014.8s] 肯定不会去
[5014.9s-5016.3s] 你们这个都不用问
[5016.3s-5017.6s] 我连成都都不去
[5017.6s-5019.3s] 更别说四川
[5019.3s-5020.4s] 成都重庆都不去
[5020.4s-5021.3s] 更别说武汉
[5022.6s-5023.1s] 对吧
[5023.1s-5023.6s] 这个地方
[5023.6s-5024.5s] 武汉也很远的
[5024.6s-5025.5s] 哪里都不方便的
[5025.5s-5026.0s] 所以
[5026.9s-5027.6s] 没有年龄
[5027.6s-5028.4s] 没有任何限制
[5028.4s-5028.9s] 我说了
[5028.9s-5029.9s] 没有任何限制
[5030.5s-5031.5s] 没有任何限制
[5031.5s-5032.6s] 只跟你的意愿
[5032.6s-5034.6s] 你能去参加的地方有关系
[5035.6s-5036.5s] 所以成都的
[5036.5s-5037.8s] 只能你们自己跑过来
[5037.8s-5038.6s] 看我
[5039.3s-5041.0s] 我是跑不过去看你们了
[5041.1s-5042.6s] 江浙湖肯定是一家
[5042.6s-5044.6s] 这一片太近了
[5044.6s-5045.0s] 吵
[5045.0s-5045.8s] 江苏的跟我说
[5045.8s-5046.2s] 江苏办公
[5046.2s-5046.8s] 江苏办公
[5046.8s-5047.1s] 我
[5047.8s-5048.6s] 江苏的过来
[5048.6s-5049.8s] 一脚油门的事情
[5050.8s-5052.0s] 是不是一脚油门的事情
[5057.3s-5057.9s] 是不是
[5060.6s-5062.5s] 来见我
[5062.5s-5065.8s] 还是因为有点交通堵塞
[5065.8s-5067.4s] 再来为亚办公
[5068.4s-5070.9s] 国际有人下次考虑一下
[5071.8s-5073.6s] 下次可以考虑马尔代夫办一办
[5073.6s-5074.0s] 好吧
[5075.5s-5076.6s] 我这笑死了
[5076.6s-5078.7s] 来看我还这么多理由
[5079.5s-5081.3s] 口口声声说都是铁粉
[5081.3s-5082.6s] 见真章的时候
[5083.2s-5085.4s] 你们以为这就是验证铁粉
[5085.4s-5086.4s] 最好的方式
[5086.9s-5088.5s] 以后必须要办现象会
[5088.5s-5090.1s] 我要看看到底谁是铁粉
[5090.1s-5091.4s] 谁是嘴上铁粉
[5091.8s-5093.0s] 虚伪的家伙们
[5093.4s-5094.3s] 一天天的
[5094.3s-5095.2s] 在直播间里面
[5095.2s-5096.6s] 兄弟长兄弟传
[5097.0s-5097.4s] 老大
[5097.4s-5098.2s] 我是你的铁粉
[5098.2s-5099.4s] 钢筋钢筋铁粉
[5099.4s-5100.6s] 但凡遇到你真章
[5100.6s-5102.1s] 他压得连做个交通工具
[5102.1s-5103.5s] 还跟我BB来BB来BB
[5103.5s-5104.7s] 你还跟我说你是铁粉
[5105.6s-5106.8s] 你告诉我你铁在哪里
[5108.1s-5109.5s] 天天说我爱你我爱你
[5109.5s-5111.1s] 真让你花点钱的时候
[5111.1s-5111.4s] 哼
[5111.4s-5112.5s] 扣的要死
[5112.5s-5114.6s] 这就是为什么很多女生
[5114.6s-5116.2s] 不愿意交跟你做交
[5116.2s-5118.2s] 交你交你这个男朋友的原因
[5120.3s-5121.4s] 果然都是这样
[5121.4s-5122.4s] 都是大肚蹄子
[5123.2s-5125.3s] 居然因为路程影响
[5125.3s-5127.4s] 影响的你们来见我
[5129.8s-5132.4s] 居然因为路程影响的你们来见我
[5133.2s-5134.6s] 让我非常的伤心
[5135.5s-5135.8s] 好了
[5135.8s-5136.6s] 不跟你们说了
[5136.6s-5137.1s] 气坏了
[5137.1s-5137.7s] 拜拜
[5137.7s-5138.2s] 再见
[5138.2s-5138.9s] 稍有纳了
[5139.6s-5140.0s] 下播
[5145.6s-5146.1s] 可是
[5146.9s-5148.0s] 八点半
[5155.6s-5156.8s] 这个自主的
[5156.8s-5159.5s] 你跟客服讲一下
[5159.5s-5160.8s] 因为一般你填两个地方
[5160.8s-5162.4s] 你肯定能参加了
[5163.1s-5163.4s] 能懂吗
[5163.5s-5165.6s] 因为填了杭州的基本上都能来
[5169.4s-5170.4s] 医院表你们就先去填
[5170.4s-5171.4s] 这个没关系的
[5171.6s-5173.0s] 又不用付钱现在
